journalist_explanation,generated_explanation,objective_difference
"Dolan said U.S. bishops have supported expanding health care since 1919. He’s correct that the National Catholic Welfare Council published pro-health-care expansion literature that year, and experts told us that the bishops have regularly supported proposals to expand health care over the years, despite disagreements over specific provisions enacted under Obama, including contraception regulations. We rate Dolan’s claim True.","The evidence provided shows that in 1919, a group of US bishops published the Bishops' Program of Social Reconstruction, which included a section advocating for ""comprehensive provision"" of social insurance against illness, among other things. This historical document supports Cardinal Timothy Dolan's statement about the Catholic church's stance on health care dating back to 1919.",0.6046953320503234
"Clinton said, ""One-half of undocumented workers pay federal income taxes, which means they are paying more federal income taxes than Donald Trump pays."" While there is no official figure, experts estimate that about half of all undocumented workers pay federal income taxes, if not more. So in a year when Trump does not pay federal income taxes, which has been the case in the past, undocumented immigrants who do federal pay income taxes would pay more than him. But Clinton makes it seem as if this is a present state, and we don’t know anything about Trump’s current tax situation because he has not made his tax returns public. For that reason, we have no way of comparing Trump’s federal income tax payments to those of any given undocumented immigrant. We rate Clinton’s claim Half True.","The evidence suggests that a significant portion of undocumented immigrants pay federal income taxes through payroll taxes and ITINs. Estimates from experts at the Urban-Brookings Tax Policy Center and the University of Texas suggest that around half of all undocumented workers pay federal income taxes, which is supported by data on Social Security payments and ITIN filers. In contrast, there is no clear evidence of Trump's current tax burden, as he has refused to release his tax returns, making it impossible to determine whether he pays more in federal income taxes than undocumented immigrants.",0.7104779810100407
"The Republican Party of Florida said Crist rode on a jet that ""belongs to a serial polluter with a history of environmental violations fined nearly $2 million for polluting water."" The plane’s owner, Bay County contractor James Finch, has been fined in the past for filling in wetlands or allowing unfiltered runoff to flow into waterways, in violation of environmental permits. That’s a legitimate definition of polluting, and there’s no doubt Finch has been fined almost $2 million over the years. It’s hypocritical of the state GOP to call out Finch when one of his subcontractors has benefited from a relationship with Gov. Scott. But that doesn’t change the facts. We rate the statement True.","According to the evidence provided by PolitiFact Florida's investigation, James Finch, the owner of the private jet used by Charlie Crist, has a history of environmental violations and was fined nearly $2 million for polluting water. The evidence cites specific instances where Finch's company, Phoenix Construction Services, was fined for environmental infractions, including backfilling a bayou at his home and improperly constructing the Northwest Florida Beaches International Airport.",0.6565124705936132
"Rothman claimed it costs more for the U.S. Mint to produce a penny and nickel than the face value of the coins.It costs 1.79 cents to produce and distribute every penny the Mint makes. And every nickel costs 9.22 cents.So, you can bank on those numbers. We rate the congressman’s statement True. To comment on this ruling, go to NJ.com.","According to the U.S. Mint's most recent annual report cited in the evidence, it costs 1.79 cents to produce a penny and 9.22 cents to produce a nickel, which is more than their face value. This supports Rep. Steve Rothman's statement that it currently costs more than a penny for the U.S. Mint to make a one cent coin and more than a nickel to make the five cent piece.",0.781700888418016
"Scott Arceneaux, executive director of the Florida Democratic Party, tried to discredit Scott’s influence on Florida’s economy on the eve of his State of the State address. Putting the blame for job losses squarely on Scott’s shoulders, Arceneaux said Scott cut ""more jobs than he created in Florida in 2012.""This claim is a bad case of cherry-picking. The Democrats honed in on the state’s bleakest period of job growth. Not only that, they held it up as a whole year’s performance.Yeah, 2012 was sluggish for job growth, especially compared to 2011. But it was an increase nonetheless.We rate the statement Pants on Fire!","The evidence provided shows that while Florida lost more government jobs (10,600) than private sector jobs were created (65,600) from December 2011 to December 2012, the overall nonfarm jobs total for 2012 showed a net gain of 54,900 jobs. This contradicts the claim that Gov. Rick Scott cut more government jobs than private sector jobs were created in Florida in 2012.",0.5348220676628511
"Casagrande said in a television interview, ""Every American now is $51,000 in debt. That’s money I owe, that’s money my children owe before they even go to kindergarten, that’s their check to the federal government right now.""A simple mathematical calculation confirms that every American technically owes the government $51,777.21 toward the national debt. But will youngsters have to suddenly start handing over their allowances to pay down the federal deficit? Not likely. We rate the statement Mostly True. To comment on this story, go to NJ.com.","The evidence provided shows that the total national debt is indeed over $16 trillion, and dividing this number by the total U.S. population of approximately 314 million results in each person owing approximately $51,777. This calculation supports Assemblywoman Casagrande's claim that every American is $51,000 in debt.",0.7241393698586358
"Cruz says, ""Existing law right now requires 700 miles of double-layered border fencing."" He complains that Obama is ignoring the mandate. Such a law was passed in 2006 but no longer is on the books. It was amended in 2008, before Obama took office, and the double-layered fencing requirement was removed. About 650 miles of fencing now stands, of which 36 miles is double-layered. Cruz’s statement is long past its expiration date. We rate it False.","The evidence shows that while existing law requires at least 700 miles of border fencing, it does not specify that this fencing must be double-layered. In fact, the Consolidated Appropriations Act of 2008 amended the Secure Fence Act of 2006 to remove the requirement for double-layered fencing and instead mandate only a single layer of reinforced fencing.",0.733175882101059
"Cornyn, Cuellar and Abbott said the federal government didn’t seek any 2017 flight hours to surveil the Texas-Mexico border via Operation Phalanx. Neither Cornyn or Cuellar provided factual documentation for this claim, which Cuellar otherwise attributed to a Texas official who didn’t respond to our inquiries. Separately when we asked, federal authorities didn’t document a specific request for 2017 surveillance hours. Regardless, the CBP commissioner’s letter to a Defense Department underling, sentbefore the Texans leveled their claim, endorsed continued flights over the border, even specifying priority sectors. We rate this claim Mostly False. MOSTLY FALSE – The statement contains an element of truth but ignores critical facts that would give a different impression. Click here for more on the six PolitiFact ratings and how we select facts to check. CLARIFICATION, 4:41 p.m., Jan. 31, 2017: After we posted this fact check, Drew Brandewie of Cornyn’s office emailed to say Cuellar initiated the letter--a characterization echoed by Victoria Glynn, a Cuellar spokeswoman. We then amended our headline and story to make more clear the claim wasn’t Cornyn’s alone. These changes didn’t affect our ruling. ","The evidence provided shows that despite initial claims by Texas officials, including Sen. John Cornyn and U.S. Rep. Henry Cuellar, that the Department of Homeland Security did not request any hours of aerial surveillance for the U.S.-Mexico border from the Department of Defense for 2017, subsequent letters and statements reveal that the Department of Homeland Security had in fact requested support from the Department of Defense. Specifically, a letter dated Nov. 14, 2016, from Kerlikowske, the Customs and Border Protection commissioner, to McKeon, an undersecretary at the Department of Defense, prioritized the allocation of rotary-wing assets for border security operations, indicating that DHS was seeking continued support from DoD for Operation Phalanx in 2017.",0.4878384113311767
"O’Rourke said: ""I’m one of two members of Congress out of 535 that takes no corporate cash, no political action committee money."" Unsaid: no candidate can take corporate cash; that’s illegal. Otherwise, we found, O’Rourke was one of at least five (not two) House incumbents to keep no PAC contributions in the run-up to the 2016 elections. He alsohasn’t accepted PAC aid into 2017 though he drew on about $297,000 in PAC donations in his House bids of 2012 and 2014--actions not recapped in his Dallas call for contributions. We rate this claim Half True. HALF TRUE – The statement is partially accurate but leaves out important details or takes things out of context. Click here for more on the six PolitiFact ratings and how we select facts to check.","According to the evidence provided, U.S. Rep. Beto O'Rourke's campaign received $110,721 in contributions from conduit PACs, which include ActBlue, JStreetPAC, and the New Democrat Coalition PAC, during the 2015-16 election cycle. This indicates that O'Rourke did accept PAC money, contrary to his claim of not taking any.",0.620489172374501
"did not change. The city of Portland made national headlines last month by landing in a year-end report of government waste, as compiled by U.S. Sen. Tom Coburn, R-Okla. His ""Wastebook 2010"" lists some laugh-out-loud examples of federal largess: $2.5 million on a Census Bureau commercial too ironic to be understood? More than $200,000 to study why political candidates make vague statements? Nearly $500,000 to maintain a lavish office for former U.S. House Speaker Dennis Hastert? (We’re not vouching for the accuracy of any of those statements.)But we’re pretty sure that entry No. 100 -- out of 100 -- did not make anyone at the Portland Bureau of Transportation chuckle.""Why have one bike sign when you can have two?"" reads the final entry from Coburn’s report. ""Oregon spent $900,000 in federal stimulus funds on a new bike signage project even though the city already has similar bike signs, which it plans to leave up. ‘The new signs — which include arrows, distance, and travel times to key destinations — have a slightly different design than existing ones,’ according to a local biking website.""With the entry, Coburn posted photos of the old and new bike signs, as snapped by Jonathan Maus of bikeportland.org, also known as the ""local biking website."" The roadside signs in the photos are at two different locations and look a little different from each other.Coburn’s clear implication is that the city doubled up on redundant signage. Local talk radio host Victoria Taft picked up on his theme on her blog:""Portland spent nearly $1,000,000.00 in federal ’stimulus’ money to install ‘bike path’ signs where they already existed.""With her blog, Taft includes a photo of a ""sharrow"" mark, a white sign marked on the pavement to indicate a bike boulevard. The implication here is that the ""sharrows"" are redundant.PolitiFact Oregon wanted to know: Did Portland spend money for signs when there were already perfectly good signs in place? We asked the city for clarification.In 2009, Portland received $900,000 from President Barack Obama’s ""America Recovery and Reinvestment Act"" -- the stimulus -- to improve bicycle signage.About $69,000 of that money went for 450 new ""wayfinding"" signs, the ones singled out by Coburn as wasteful. (These are green and white signs alongside the road telling riders the distance and estimated time to get to Lloyd Center or to the Eastbank Esplanade or myriad other destinations.) The $69,000 also paid for 1,180 new yellow ""safety"" signs marking crosswalks for pedestrians and cyclists. In any case, $69,000 is a pretty small portion of the overall grant.What about the rest of the money? About $480,000 of the $900,000 was spent on the ""sharrow"" pavement markings snapped by Taft. The city used the federal grant to paint 2,100 federally approved sharrows to mark 23 miles of new bike boulevards, and 30 miles of existing bike boulevards. The existing bike boulevards were stamped with smaller circles, and those are still there. The sharrows are larger, about 3 feet by 9 feet, and give a uniform look to all bike boulevards.(That leaves $351,000 unaccounted for. Where did that go? Well, said Dan Anderson, spokesman for the transportation bureau, there’s overhead, engineering costs, project management costs, contractor compliance costs, and pollution and erosion control costs. So many costs. But that’s another story.)What does that leave us with? The 1,180 new crosswalk signs were not mentioned in the musings of Taft or Coburn, so we can ignore those. In no case did any of the 450 signs duplicate existing roadside signs, so we can rule those out as well.That leaves Taft’s sharrows.""Those pictures on my blog were of signs on the roads just laid down by those workers. Just feet away were existing painted signs on the streets,"" Taft wrote to PolitiFact.""Bicyclists already use the roads on which these signs were painted. Signs already existed there and new ones were therefore redundant and, in my opinion, a waste of taxpayer money.""The new sharrows did duplicate smaller bike boulevard markings in some locations, but not even close to all of them. The photo Taft snapped was on Northwest Johnson Street, where several sharrows are located next to older and smaller bike circles, some faded, some not. (They also are along Northwest 24th Avenue.) Now, we wouldn’t have a problem if Coburn and Taft had dinged the city for wasting federal money on bike markings. Or for spending too much on overhead costs. But the message from the two was that all of the $900,000 was spent on slightly different signs where other signs ""already existed."" And that’s inaccurate. We rule the claim False. Comment on this item.","The evidence provided seems to indicate a correction, but the original claim is not directly contradicted. However, it states that the work done was installing signs where there already existed bikeway marks, implying that the original claim might be partially true or misleadingly stated, rather than outright false.",0.5062784279798316
"Pelosi said that Trump’s plan for child care would mean that ""70 percent of the benefits go to the people making $100,000 a year."" The one comprehensive study released so far by an independent group supports Pelosi’s claim. It’s possible that different studies -- or a substantive change to the Trump administration proposal as it works its way toward enactment -- could weaken the certainty of Pelosi’s analysis. Based on what we know now, though, we rate her statement True.","According to the Tax Policy Center's study, which Pelosi's spokesman confirmed she was citing during her CNN interview, 70 percent of total tax benefits in Trump's child care proposal would go to families earning more than $100,000. The reason is that Trump's plan relies on tax deductions, which are worth more per dollar for higher-income families due to their higher marginal tax rates.",0.6286116372293501
"Cantor said states are spending more on Medicaid than on education. His statement is correct, although it should be noted that a substantial portion of the dollars states are spending on Medicaid come from the federal government.We rate Cantor’s statement True.","The evidence presents conflicting information about whether states are spending more on Medicaid than they do on K-12 education. According to the NASBO report, when considering total funds including federal dollars, states spent 23.9% of their total budgets on Medicaid, while K-12 education accounted for 19.8%. However, when examining only general fund expenditures, public schools received an estimated $235 billion (34.7% of all general fund spending), with Medicaid falling to second place at $133 billion (19.6% of general fund outlays). This inconsistency in the numbers presented by Cantor and the NASBO report does not allow for a clear determination of whether the claim is true or false based on the provided evidence.",0.6240165547529856
"Shea-Porter said in December that in 2014 ""Granite Staters who hold individual policies from Anthem… can indeed renew their policies and keep their doctors and hospitals."" New Hampshire policyholders were always able to extend their current policies 12 months, thanks to the state’s early renewal option. Anthem will not extend canceled policies after its Dec. 16 deadline, despite the White House allowing extensions until October 2014. That means that Shea-Porter’s statement was accurate when she said it, though it no longer applies today, since the renewal deadline has passed. But individual policyholders did have a chance to keep their same network of hospitals and doctors next year. Not everyone may have done so, which means some people may be forced to see other doctors at different hospitals. In New Hampshire, at least, people were given that opportunity. We rate this statement True.","The evidence supports the claim that Granite Staters who hold individual policies from Anthem can indeed renew their policies and keep their current doctors and hospitals in 2014. Specifically, Lisa Guertin, president of Anthem Blue Cross Blue Shield in New Hampshire, stated in a release that the company had sent notices to individual policyholders to remind them of the option to renew an existing policy earlier than its anniversary date, which would allow them to keep their current doctors and hospitals. Additionally, it is noted that those who renewed their existing plans before the deadline would have access to the same network of providers for 12 more months.",0.6528363459212806
"U.S. Rep. David Cicilline said that ""with the exception of the last year or maybe the last two years, we were at 100 percent"" when it came to the amount Providence contributed to the city's pension fund during the eight years he was mayor.But those last two years were not the exception.During the first three years when Cicilline was in office for the full fiscal year, the city's contribution fell short of 100 percent, ranging from 86 to 96 percent.But in the last five years of his term, the contribution was either close to or at 100 percent.Cicilline, in his off-the-cuff statement, mixed up where the years with the lowest contribution fell. But he made it clear a few times that he was citing figures from memory, so we’ll give him some leeway and rule Mostly True.(Get updates from PolitiFactRI on Twitter. To comment or offer your ruling, visit us on our PolitiFact Rhode Island Facebook page.","The evidence provided shows that while Cicilline is correct in stating that his administration made contributions at or near 100% during most years, he was asked a specific question about how many times his administration funded the pensions at 100%, and his office's response does not directly address this question. According to the Buck Consultants report, the contribution level exceeded 100% only once, in the 2007 fiscal year, and averaged 100% over the subsequent three years, but dipped below 100% in later years. Therefore, it cannot be determined for certain whether Cicilline's claim is true or false based on the evidence provided.",0.48885505272120966
"White said the council, which organized Texas Muslim Capitol Day in Austin, ""was recently listed as one of 82 organizations designated as a terrorist group by the United Arab Emirates."" So it was. However, her statement failed to note the U.S. government shortly disagreed with the council’s inclusion on the list, saying it doesn’t consider the council a terrorist group. For our part, too, we found no independent indicator the council merits identification as a terrorist organization. On balance, we rate this singling out of a seemingly flawed designation Half True. HALF TRUE – The statement is partially accurate but leaves out important details or takes things out of context. Click here for more on the six PolitiFact ratings and how we select facts to check.","The evidence provided shows that the UAE listed CAIR as one of 82 organizations designated as terrorist groups, but it also indicates that this listing was part of a broader effort by the UAE to define extremism more broadly than other countries. Additionally, the State Department and various experts have questioned the inclusion of certain groups on the list, including CAIR, suggesting that the designation may not be based on any actual evidence of terrorism or terrorist ties. The context provided suggests that the listing was likely driven by ideological differences rather than a genuine concern about terrorist activity.",0.5084574803870211
"Nelson tried to whack accusations about his lower tax bill for a family pasture with a claim that Mack takes tax breaks of his own in the form of ""two homestead exemptions.""Mack and his wife both serve in Congress, representing two different states on opposite coasts, and that’s clearly an unusual situation. They each own their own homes in their respective states.While it’s true Mack and his wife have two homestead exemptions between them, it is not accurate for Nelson to say Mack himself has two homestead exemptions. That would not be lawful, and Mack’s county property appraiser has vetted his case and determined it proper.We rate the statement Mostly False.","The evidence presents conflicting information about Connie Mack's homestead exemptions. On one hand, Senator Bill Nelson claimed during a debate that Mack takes two homestead exemptions, which is ""directly contrary to Florida’s Constitution."" However, later it is explained by Nelson's spokesman that what he meant was that Mack is part of a family unit with his wife Mary Bono Mack and they can only take one exemption. Additionally, the Lee County Property Appraiser Ken Wilkinson and Mack's campaign spokesmen argue that Mack is entitled to the homestead exemption for his condo in Fort Myers because his finances are not co-mingled with those of his wife. However, William D. Shepherd, general counsel for the Hillsborough County property appraiser's office, still disputes this, saying that they should only have one homestead exemption as a family unit.",0.6468781322874922
"A video by an anti-stadium group claims the Austin City Council is poised to give more than $1 billion to a private company and receive nothing in return. While the City Council could potentially provide incentives worth millions of dollars as part of the soccer stadium deal, the scary ""$1 billion giveaway"" language of the video simply doesn’t stand up to close scrutiny. The lengthy time frame invoked and the countless unknown events that could impact the deal make the math used in the video meaningless. Factor in that the video also doesn’t account for any return on the city’s investment, and it is clear that the contentions are off base — and ridiculous. We rate the claim Pants on Fire! PANTS ON FIRE – The statement is not accurate and makes a ridiculous claim. Click here for more on the six PolitiFact ratings and how we select facts to check.","The evidence provided shows that the claim of a ""$1 billion giveaway"" is based on a flawed mathematical analysis by the anti-stadium group. Two professors who study publicly funded economic incentives have disputed this figure, calling it ""crazy"" and stating that it doesn't pass the sniff test. They argue that the time value of money means that dollars in the future are worth less than today, making the $1 billion estimate overly simplistic. Additionally, the potential benefits to the city, such as jobs and tourism, are not considered in the anti-stadium group's analysis.",0.4611278440592424
"Crist said that Scott cut education by over a billion dollars, meaning thousands of teachers ""lost their jobs"" and ""class sizes went up."" The kernel of truth to this claim is that the number of teachers did decline and the percentage of classes out of class-size compliance rose in 2011. But this is outweighed by a long list of omissions -- and it doesn’t reflect Scott’s complete tenure. The first problem is it glosses over the fact that the cut took place in 2011, and was later followed by increases. In addition, it is an overstatement to suggest that ""thousands"" of teachers lost their jobs due to the 2011 state budget cuts. Statewide data shows the number of teachers dropped by about 1,405, but that includes departures for any reason, not just layoffs. The percentage of class sizes out of compliance with the mandate increased by about 1 percentage point between Crist’s last budget and Scott’s first budget. However, there are multiple district and state factors that influence class size and the compliance rules have repeatedly changed in recent years. We rate this claim Mostly False.","The evidence shows that while there was a $1.3 billion cut to public schools in 2011, and some teachers did lose their jobs due to layoffs, the number of teacher layoffs statewide is estimated to be around 1,405, which falls short of the ""thousands"" claimed by Charlie Crist's campaign. Additionally, student enrollment increased between the 2010-11 school year and the 2011-12 school year, making it likely that some districts struggled with class sizes due to other factors such as rapid enrollment growth or budget decisions unrelated to state funding. The data provided also shows a small increase in non-compliance with class size caps from 5.48% under Crist to 6.56% under Scott, but this was followed by a decrease and is not directly linked to the state budget cuts.",0.7094680484972502
"Hegar said 1 in 5 Texans did not have health insurance coverage before the pandemic, and now ""nearly 1 in 3 Texans under the age of 65 don’t have access to health care insurance."" Hegar is right about how many Texans under 65 were previously uninsured. The number of Texans without access to health insurance during the pandemic is harder to pin down, but her ""nearly 1 in 3"" remark reflects the latest available estimates. We rate this claim True.","The evidence provided shows that before the pandemic, about 1 in 5 Texans under 65 did not have access to health care coverage (19.9% uninsured rate). Additionally, the report from Families USA estimates that after the pandemic, about 29% of adults in Texas were uninsured (around 1 in 3), which aligns with Hegar's claim.",0.7982167596402376
"Democrat Gavin Newsom recently claimed his GOP opponent for governor John Cox ""parroted"" President Trump on the issue of family separations at the border. His statement, made right after a discussion of Cox’s policies, wrongly implies Cox supports separating immigrant families. Cox has repeatedly stated he opposes the policy. Cox and Trump have both said Congress should solve the issue, offering one parallel between the two. But even on this point, they’re not in lock-step. Trump has falsely blamed Democrats in Congress for forcing the separations, while Cox hasn’t made that specific charge. If anything, Cox has ""parroted"" one of Trump’s talking points about who should solve the problem. But he hasn’t backed Trump’s policy. Newsom’s statement contains an element of truth but ignores critical facts that would give a different impression. We rate it Mostly False. MOSTLY FALSE –The statement contains some element of truth but ignores critical facts that would give a different impression.","The evidence shows that John Cox stated his opposition to separating families at the border in multiple instances, including a press conference and a TV interview. While Cox does agree with Trump that Congress must solve the issue of family separations, this is not equivalent to ""parrot[ing] Trump — almost verbatim"" as Newsom claimed. Furthermore, PolitiFact has noted that Trump's claims about Democrats in Congress forcing the family separation policy are false, which undermines Newsom's implication that Cox and Trump share the same viewpoint on this issue.",0.6885433724490546
"Williams said a car driving Wolfe ""ran through the students, hit one of them."" This is an exaggeration of what happened. A group of protesters blocked the path of Wolfe's vehicle during the Oct. 10 Missouri homecoming parade. At some point, Wolfe's vehicle made contact with Butler — but the incident didn't require Butler to receive medical attention, or even stop protesting. Police reviewed the incident and described it as ""incidental contact."" Williams' statement contains an element of truth but ignores critical facts that would give a different impression. We rate it Mostly False.","The evidence provided from various sources, including police, witnesses, and video footage, indicates that the incident was an ""incidental contact"" and not intentional. Multiple people, including the driver of Wolfe's car and those present at the parade, described the contact as accidental, and there is no credible evidence to support the claim that a car drove through or hit students intentionally.",0.6425535771581862
"Ryan said that six studies verify that the numbers in the Romney tax plan add up. Hearing that, you might think that each is independent research. But not all studies are created equal and these come from people or groups with ties to Romney.Two of those studies come from Feldstein, a Romney campaign adviser. Three come from conservative think tanks, the Heritage Foundation and American Enterprise Institute, which have analysts who advise the Romney campaign. While every analyst would insist that they make their own judgments, the Tax Policy Center is fully independent of the Obama campaign.The studies from Feldstein and Rosen use 2009 data. That was an abnormal year and one that made it easier to make the math work for the Romney plan. The analysts could have chosen other years but decided not to.Of the studies that examine the middle class tax burden, none shows conclusively that households making less than $200,000 would be spared a tax increase. That is a group of taxpayers that Romney defines as middle class and says he would protect.None of the studies can accurately model Romney’s tax plan because he has said so little about how he would pay for it. As a result, all of them make assumptions as to what tax breaks might be reduced. They can speak in rough terms about a concept, but they can not verify a plan when no detailed plan exists.We see no more than one fully independent study out of the six claimed. We rate the statement Mostly False.","The evidence shows that several studies have varying estimates on whether the math adds up for Mitt Romney's tax plan, with some studies supporting it and others challenging its feasibility. However, none of the studies explicitly state that six studies verify that the math adds up. Additionally, two of the studies mentioned as part of the claim are editorials from The Wall Street Journal, which were previously counted in a previous claim of five studies and have since been dropped by the campaign.",0.5946640564459507
"In his tweet, Boehner said that Obama’s health care law is ""expected to destroy 2.3 million jobs."" Boehner’s use of the word ""destroy"" mischaracterizes what is going on, since the reduction will come from voluntary actions by workers, rather than layoffs by employers. The law would not push up unemployment. In fact, some people at the lowend of the wage ladder would find it easier to find work as a result of the predicted shifts in the workforce. In addition, it’s misleading to refer to 2.3 million ""jobs,"" since CBO combined all incremental losses of hours worked into full-time-job equivalents. Under this scenario, we would expect many more than 2.3 million people to be affected, but many of them would cut their hours a few at a time, rather than quitting their jobs entirely. It can be easy to miss the distinction between jobs and workers -- and the CBO report is not all rosy for the nation’s economic future. But Boehner’s statement remains flawed. We rate the claim Mostly False.","The CBO report estimates that workers will choose to work fewer hours, resulting in a decline of 2.0-2.5 million full-time equivalent workers by 2024. However, this does not translate to job losses due to employers cutting positions or layoffs; rather it's primarily voluntary choices made by workers who have access to less expensive health insurance options.",0.5263675772625467
The general unemployment rate in June 2012 would have been 10.9 percent if the labor force participation rate had remained at the 65.5 percent in place when Obama became president. That’s about 11 percent.We rate Ryan’s statement True.,"The evidence provided shows that if the labor force participation rate were the same as when Barack Obama became president, the unemployment rate would be around 10.9-11.2 percent according to Cheryl Abbott's calculation using BLS figures and assuming all 4.6 million added workers are unemployed, not 11 percent as claimed by Paul Ryan.",0.7638836742901222
"One of PolitiFact’s Truth-O-Meter principles is that words matter, and at the very least, Smith's claim is worded ambiguously. The ERCOT analysis and a news release point to an increase in energy costs of 16 percent by 2030. Smith claims that increase per year. We rate this claim as False. FALSE – The statement is not accurate. Click here for more on the six PolitiFact ratings and how we select facts to check. EDITOR’S NOTE 3:30 p.m., 12/18/15: After publication, Trip Doggett, ERCOT president and chief executive officer, emailed a statement saying Smith’s statement of 16 percent per year was based an erroneous information provided by ERCOT. ""Because ERCOT inadvertently provided incorrect information to the Chairman’s staff, I would like to take this opportunity to state the correct information and offer an apology."" This additional information did not change the rating of our claim.","The evidence suggests that ERCOT estimated energy costs will rise as much as 16 percent by 2030 due to the EPA Clean Power Plan, but this increase is over a period of time from 2022 to 2030, not every year. If energy costs rose 16 percent each year until 2030, it would be roughly a 327 percent increase in the cost of energy, which contradicts the claim made by Rep. Smith that energy costs will rise as much as 16 percent per year.",0.6961627094369185
"Cruz said: ""Every year we spend roughly $500 billion on tax compliance. That is roughly the budget of our entire military, entirely wasted on tax compliance."" This claim proved squishy at both ends. It looks like depending on how you value time, you can get to almost any total for what it costs Americans to prepare and file tax returns. However, most estimates run short of Cruz’s figure. Meantime, military spending exceeded $800 billion when he spoke though the senator’s spokesman indicated he meant to not count spending on conflicts abroad and other items not in the military’s nearly $500 billion base budget. We rate the statement False. FALSE – The statement is not accurate. Click here for more on the six PolitiFact ratings and how we select facts to check.","The evidence suggests that Cruz's claim of $500 billion spent on tax compliance is exaggerated. Multiple studies cited in the evidence, including those from the Laffer study and the Mercatus Center study, provide varying estimates of tax compliance costs, ranging from $67 billion to $378 billion a year. However, none of these studies support the $500 billion figure. The IRS's Taxpayer Advocate Service also estimated that individuals and businesses spent 6.1 billion hours complying with tax filing requirements, which would translate to around $192.6 billion in labor costs, not $500 billion.",0.5615056924197985
"Huber claimed that she’s never said ""don’t build"" Texas 45 Southwest.As far as we can tell, there’s no instance of Huber being so blunt. But her efforts to get the road pulled from the CAMPO plan and her stated desire not to proceed to construction without more information are evidence she doesn’t want the project built yet.These important details are not reflected in her statement, which we rate Half True.","The evidence provided shows that Karen Huber has consistently expressed concerns about building Texas 45 Southwest without first proving its cost-benefit analysis, and has taken actions to remove it from the county plans and CAMPO plan. While she does not directly say ""don't build it"", her words ""Prove the cost-benefit is there"" and ""I do not believe we should move forward with it till we conclude that it is going to do what they say it is going to do"" indicate that she is opposed to proceeding with the project without further analysis.",0.6442606249163229
"Will said Reagan created 1 million jobs in one month. The reality is that the jobs createdby Reagan in 1983 were the result of a counting anomaly that started with astrike of telephone workers. The federal Bureau of Labor Statistics rightly discounted the spike when it first reported it in 1983, as did news reports. Will should have, too. We rate the claim Pants on Fire.","According to the Bureau of Labor Statistics' employer data, the 1.1 million increase in paychecks in September 1983 was due to telephone workers returning to their jobs after a strike, which artificially inflated the job numbers for that month. The government's own report explicitly tied the spike to the labor dispute, and historians have confirmed that the strike accounted for most of the increase.",0.5787212780543736
"Goodlatte said enforcement of laws against lying on federal background checks for gun purchases ""is down 40 percent"" under Obama. The congressman had the percentage right, but he glossed over the law’s history of lax enforcement. During the Bush and Obama administrations, only a tiny fraction of 1 percent of the violations was prosecuted. The Justice Department has seen little value in prosecuting cases in which background checks have already stopped prohibited people from buying guns. Goodlatte, in seeking to level partisan blame, offered a juicy statistic without context. We rate his statement Half True.","The evidence provided suggests that there has been a decline in average annual prosecutions between the Bush and Obama years, with a 42 percent decrease. However, Goodlatte's claim of a 40 percent overall decline is based on incomplete data (only two years of statistics are available for Obama's administration), whereas Gutierrez counters by saying that both administrations have the ""same dismal record."" The article also provides additional context that explains why the Justice Department may not prioritize prosecutions in these cases, further complicating the issue. Therefore, it cannot be determined with certainty whether Goodlatte's claim is true or false based on the provided evidence.",0.47455282072688254
"Gingrich is right about the absolute number of Americans in poverty. A better understanding of the extent of poverty in the United States requires looking at the number of people in poverty as a percentage of the population. Measuring it that way, the current poverty rate is not the highest ever. Still, this rate is the second highest in more than four decades, which fits with Gingrich’s general point. However, we think Gingrich overstates the amount of blame Obama personally deserves for this statistic. On balance, we rate his statement Half True. ","The evidence from the U.S. Census Bureau shows that the absolute number of people in poverty in 2010 (46.1 million) was at its highest since the statistic has been recorded, and Gingrich's statement is confirmed by this data. However, it also mentions that the poverty rate is not necessarily the highest when considering population growth.",0.7359364739919113
"Clinton said, ""I spent 18 months putting together the sanctions against Iran so that we could force them to the negotiating table."" Clinton’s claim is for the most part accurate, though a little exaggerated. During her first 18 months as secretary, the State Department was at the helm of a global effort to increase sanctions on Iran, culminating in an important U.N. resolution. Clinton was personally involved in these diplomatic efforts and pushed them publicly. And experts said these sanctions, on top of other sanctions passed before and after, were crucial to getting Iran to the negotiating table. However, Clinton wasn’t singularly responsible for the sanctions, just as the sanctions passed under her watch likely weren’t singularly responsible for opening up Iran to talks. We rate her statement Mostly True.","The evidence provided shows that during her first 18 months as Secretary of State (January 2009 to June 2010), Hillary Clinton played a major role in increasing sanctions against Iran through diplomatic efforts and lobbying other countries, which was instrumental in getting the UN Security Council to approve tough new sanctions on Iran. Additionally, experts such as Patrick Clawson, Suzanne Maloney, and Richard Nephew confirm that Clinton's efforts were significant in contributing to the international sanction ramp-up against Iran.",0.6286827082375447
